Tipo de Mapa;Clave;Presencia;Factor de Carga;Tiempo
Hashing Encadenado;UserID;No almacenados;0.474181;0.113027
Linear Probing;UserID;Almacenados;0.474181;0.242977
Linear Probing;UserID;No almacenados;0.474181;0.37764
Cuadratic Probing;UserID;Almacenados;0.474181;0.241877
Cuadratic Probing;UserID;No almacenados;0.474181;0.380078
Double Hashing;UserID;Almacenados;0.474181;0.178074
Double Hashing;UserID;No almacenados;0.474181;0.293727
STL;UserID;Almacenados;0.474181;0.198958
STL;UserID;No almacenados;0.474181;1.97162
Hashing Encadenado;UserID;Almacenados;0.521599;0.097537
Hashing Encadenado;UserID;No almacenados;0.521599;0.118209
Linear Probing;UserID;Almacenados;0.521599;0.251027
Linear Probing;UserID;No almacenados;0.521599;0.389771
Cuadratic Probing;UserID;Almacenados;0.521599;0.250343
Cuadratic Probing;UserID;No almacenados;0.521599;0.398489
Double Hashing;UserID;Almacenados;0.521599;0.182211
Double Hashing;UserID;No almacenados;0.521599;0.299087
STL;UserID;Almacenados;0.521599;0.216544
STL;UserID;No almacenados;0.521599;1.90725
Hashing Encadenado;UserID;Almacenados;0.569017;0.099002
Hashing Encadenado;UserID;No almacenados;0.569017;0.119459
Linear Probing;UserID;Almacenados;0.569017;0.254067
Linear Probing;UserID;No almacenados;0.569017;0.421205
Cuadratic Probing;UserID;Almacenados;0.569017;0.256929
Cuadratic Probing;UserID;No almacenados;0.569017;0.414947
Double Hashing;UserID;Almacenados;0.569017;0.181109
Double Hashing;UserID;No almacenados;0.569017;0.306108
STL;UserID;Almacenados;0.569017;0.183848
STL;UserID;No almacenados;0.569017;1.88067
Hashing Encadenado;UserID;Almacenados;0.616435;0.103292
Hashing Encadenado;UserID;No almacenados;0.616435;0.122053
Linear Probing;UserID;Almacenados;0.616435;0.316107
Linear Probing;UserID;No almacenados;0.616435;0.450602
Cuadratic Probing;UserID;Almacenados;0.616435;0.271511
Cuadratic Probing;UserID;No almacenados;0.616435;0.490872
Double Hashing;UserID;Almacenados;0.616435;0.1905
Double Hashing;UserID;No almacenados;0.616435;0.401702
STL;UserID;Almacenados;0.616435;0.185891
STL;UserID;No almacenados;0.616435;1.95435
Hashing Encadenado;UserID;Almacenados;0.663853;0.10403
Hashing Encadenado;UserID;No almacenados;0.663853;0.115077
Linear Probing;UserID;Almacenados;0.663853;0.362128
Linear Probing;UserID;No almacenados;0.663853;0.5384
Cuadratic Probing;UserID;Almacenados;0.663853;0.285069
Cuadratic Probing;UserID;No almacenados;0.663853;0.483379
Double Hashing;UserID;Almacenados;0.663853;0.19007
Double Hashing;UserID;No almacenados;0.663853;0.340544
STL;UserID;Almacenados;0.663853;0.187097
STL;UserID;No almacenados;0.663853;1.97847
Hashing Encadenado;UserID;Almacenados;0.711271;0.10491
Hashing Encadenado;UserID;No almacenados;0.711271;0.122573
Linear Probing;UserID;Almacenados;0.711271;0.296437
Linear Probing;UserID;No almacenados;0.711271;0.5508
Cuadratic Probing;UserID;Almacenados;0.711271;0.282415
Cuadratic Probing;UserID;No almacenados;0.711271;0.550519
Double Hashing;UserID;Almacenados;0.711271;0.203182
Double Hashing;UserID;No almacenados;0.711271;0.397336
STL;UserID;Almacenados;0.711271;0.198476
STL;UserID;No almacenados;0.711271;1.9545
Hashing Encadenado;UserID;Almacenados;0.758689;0.106003
Hashing Encadenado;UserID;No almacenados;0.758689;0.12742
Linear Probing;UserID;Almacenados;0.758689;0.354776
Linear Probing;UserID;No almacenados;0.758689;0.619861
Cuadratic Probing;UserID;Almacenados;0.758689;0.299844
Cuadratic Probing;UserID;No almacenados;0.758689;0.594476
Double Hashing;UserID;Almacenados;0.758689;0.206302
Double Hashing;UserID;No almacenados;0.758689;0.4377
STL;UserID;Almacenados;0.758689;0.193004
STL;UserID;No almacenados;0.758689;1.90166
Hashing Encadenado;UserID;Almacenados;0.806107;0.128395
Hashing Encadenado;UserID;No almacenados;0.806107;0.125238
Linear Probing;UserID;Almacenados;0.806107;0.358476
Linear Probing;UserID;No almacenados;0.806107;0.73489
Cuadratic Probing;UserID;Almacenados;0.806107;0.371735
Cuadratic Probing;UserID;No almacenados;0.806107;0.706738
Double Hashing;UserID;Almacenados;0.806107;0.212717
Double Hashing;UserID;No almacenados;0.806107;0.442535
STL;UserID;Almacenados;0.806107;0.21972
STL;UserID;No almacenados;0.806107;2.0786
Hashing Encadenado;UserID;Almacenados;0.853526;0.107756
Hashing Encadenado;UserID;No almacenados;0.853526;0.125649
Linear Probing;UserID;Almacenados;0.853526;0.329634
Linear Probing;UserID;No almacenados;0.853526;0.921015
Cuadratic Probing;UserID;Almacenados;0.853526;0.32341
Cuadratic Probing;UserID;No almacenados;0.853526;0.836502
Double Hashing;UserID;Almacenados;0.853526;0.224622
Double Hashing;UserID;No almacenados;0.853526;0.52092
STL;UserID;Almacenados;0.853526;0.204451
STL;UserID;No almacenados;0.853526;1.96271
Hashing Encadenado;UserID;Almacenados;0.900944;0.110765
Hashing Encadenado;UserID;No almacenados;0.900944;0.129195
Linear Probing;UserID;Almacenados;0.900944;0.388442
Linear Probing;UserID;No almacenados;0.900944;1.21707
Cuadratic Probing;UserID;Almacenados;0.900944;0.393712
Cuadratic Probing;UserID;No almacenados;0.900944;1.03572
Double Hashing;UserID;Almacenados;0.900944;0.242027
Double Hashing;UserID;No almacenados;0.900944;0.647148
STL;UserID;Almacenados;0.900944;0.203479
STL;UserID;No almacenados;0.900944;1.98723
Hashing Encadenado;UserID;Almacenados;0.948362;0.111017
Hashing Encadenado;UserID;No almacenados;0.948362;0.12348
Linear Probing;UserID;Almacenados;0.948362;0.449398
Linear Probing;UserID;No almacenados;0.948362;1.65604
Cuadratic Probing;UserID;Almacenados;0.948362;0.422749
Cuadratic Probing;UserID;No almacenados;0.948362;1.35711
Double Hashing;UserID;Almacenados;0.948362;0.257193
Double Hashing;UserID;No almacenados;0.948362;0.866974
STL;UserID;Almacenados;0.948362;0.208081
STL;UserID;No almacenados;0.948362;1.95403
Hashing Encadenado;UserID;Almacenados;0.999099;0.110624
Hashing Encadenado;UserID;No almacenados;0.999099;0.128504
Linear Probing;UserID;Almacenados;0.999099;0.448002
Linear Probing;UserID;No almacenados;0.999099;2.57734
Cuadratic Probing;UserID;Almacenados;0.999099;0.406263
Cuadratic Probing;UserID;No almacenados;0.999099;3.41266
Double Hashing;UserID;Almacenados;0.999099;0.287378
Double Hashing;UserID;No almacenados;0.999099;1.44407
STL;UserID;Almacenados;0.999099;0.210553
STL;UserID;No almacenados;0.999099;2.01309
Hashing Encadenado;Username;Almacenados;0.0474181;0.213415
Hashing Encadenado;Username;No almacenados;0.0474181;0.425862
Linear Probing;Username;Almacenados;0.0474181;0.332997
Linear Probing;Username;No almacenados;0.0474181;0.521323
Cuadratic Probing;Username;Almacenados;0.0474181;0.333934
Cuadratic Probing;Username;No almacenados;0.0474181;0.831537
Double Hashing;Username;Almacenados;0.0474181;0.393654
Double Hashing;Username;No almacenados;0.0474181;0.6366
STL;Username;Almacenados;0.0474181;0.248355
STL;Username;No almacenados;0.0474181;1.96367
Hashing Encadenado;Username;Almacenados;0.0948362;0.219048
Hashing Encadenado;Username;No almacenados;0.0948362;0.319332
Linear Probing;Username;Almacenados;0.0948362;0.353418
Linear Probing;Username;No almacenados;0.0948362;0.525615
Cuadratic Probing;Username;Almacenados;0.0948362;0.350723
Cuadratic Probing;Username;No almacenados;0.0948362;0.514467
Double Hashing;Username;Almacenados;0.0948362;0.402628
Double Hashing;Username;No almacenados;0.0948362;0.643844
STL;Username;Almacenados;0.0948362;0.199777
STL;Username;No almacenados;0.0948362;2.0566
Hashing Encadenado;Username;Almacenados;0.142254;0.220363
Hashing Encadenado;Username;No almacenados;0.142254;0.37128
Linear Probing;Username;Almacenados;0.142254;0.357227
Linear Probing;Username;No almacenados;0.142254;0.531816
Cuadratic Probing;Username;Almacenados;0.142254;0.355875
Cuadratic Probing;Username;No almacenados;0.142254;0.526795
Double Hashing;Username;Almacenados;0.142254;0.404818
Double Hashing;Username;No almacenados;0.142254;0.659484
STL;Username;Almacenados;0.142254;0.197745
STL;Username;No almacenados;0.142254;2.08143
Hashing Encadenado;Username;Almacenados;0.189672;0.259889
Hashing Encadenado;Username;No almacenados;0.189672;0.320694
Linear Probing;Username;Almacenados;0.189672;0.364372
Linear Probing;Username;No almacenados;0.189672;0.54504
Cuadratic Probing;Username;Almacenados;0.189672;0.405036
Cuadratic Probing;Username;No almacenados;0.189672;0.581438
Double Hashing;Username;Almacenados;0.189672;0.412654
Double Hashing;Username;No almacenados;0.189672;0.676675
STL;Username;Almacenados;0.189672;0.245881
STL;Username;No almacenados;0.189672;1.93795
Hashing Encadenado;Username;Almacenados;0.23709;0.22131
Hashing Encadenado;Username;No almacenados;0.23709;0.316339
Linear Probing;Username;Almacenados;0.23709;0.362217
Linear Probing;Username;No almacenados;0.23709;0.582192
Cuadratic Probing;Username;Almacenados;0.23709;0.367749
Cuadratic Probing;Username;No almacenados;0.23709;0.549845
Double Hashing;Username;Almacenados;0.23709;0.415786
Double Hashing;Username;No almacenados;0.23709;0.691366
STL;Username;Almacenados;0.23709;0.206919
STL;Username;No almacenados;0.23709;2.05842
Hashing Encadenado;Username;Almacenados;0.284509;0.225721
Hashing Encadenado;Username;No almacenados;0.284509;0.31886
Linear Probing;Username;Almacenados;0.284509;0.369254
Linear Probing;Username;No almacenados;0.284509;0.557376
Cuadratic Probing;Username;Almacenados;0.284509;0.374574
Cuadratic Probing;Username;No almacenados;0.284509;0.563907
Double Hashing;Username;Almacenados;0.284509;0.426164
Double Hashing;Username;No almacenados;0.284509;0.705107
STL;Username;Almacenados;0.284509;0.277744
STL;Username;No almacenados;0.284509;1.97441
Hashing Encadenado;Username;Almacenados;0.331927;0.223038
Hashing Encadenado;Username;No almacenados;0.331927;0.320391
Linear Probing;Username;Almacenados;0.331927;0.37237
Linear Probing;Username;No almacenados;0.331927;0.577963
Cuadratic Probing;Username;Almacenados;0.331927;0.372171
Cuadratic Probing;Username;No almacenados;0.331927;0.579444
Double Hashing;Username;Almacenados;0.331927;0.453801
Double Hashing;Username;No almacenados;0.331927;0.707179
STL;Username;Almacenados;0.331927;0.205119
STL;Username;No almacenados;0.331927;1.94768
Hashing Encadenado;Username;Almacenados;0.379345;0.247492
Hashing Encadenado;Username;No almacenados;0.379345;0.37543
Linear Probing;Username;Almacenados;0.379345;0.395844
Linear Probing;Username;No almacenados;0.379345;0.606434
Cuadratic Probing;Username;Almacenados;0.379345;0.40242
Cuadratic Probing;Username;No almacenados;0.379345;0.614227
Double Hashing;Username;Almacenados;0.379345;0.462956
Double Hashing;Username;No almacenados;0.379345;0.832027
STL;Username;Almacenados;0.379345;0.229355
STL;Username;No almacenados;0.379345;1.97571
Hashing Encadenado;Username;Almacenados;0.426763;0.224093
Hashing Encadenado;Username;No almacenados;0.426763;0.321636
Linear Probing;Username;Almacenados;0.426763;0.455763
Linear Probing;Username;No almacenados;0.426763;0.59464
Cuadratic Probing;Username;Almacenados;0.426763;0.414168
Cuadratic Probing;Username;No almacenados;0.426763;0.609298
Double Hashing;Username;Almacenados;0.426763;0.427588
Double Hashing;Username;No almacenados;0.426763;0.733374
STL;Username;Almacenados;0.426763;0.212782
STL;Username;No almacenados;0.426763;1.95845
Hashing Encadenado;Username;Almacenados;0.474181;0.246852
Hashing Encadenado;Username;No almacenados;0.474181;0.341244
Linear Probing;Username;Almacenados;0.474181;0.416909
Linear Probing;Username;No almacenados;0.474181;0.64389
Cuadratic Probing;Username;Almacenados;0.474181;0.419691
Cuadratic Probing;Username;No almacenados;0.474181;0.645641
Double Hashing;Username;Almacenados;0.474181;0.500084
Double Hashing;Username;No almacenados;0.474181;0.762004
STL;Username;Almacenados;0.474181;0.212641
STL;Username;No almacenados;0.474181;1.95422
Hashing Encadenado;Username;Almacenados;0.521599;0.230155
Hashing Encadenado;Username;No almacenados;0.521599;0.333227
Linear Probing;Username;Almacenados;0.521599;0.404646
Linear Probing;Username;No almacenados;0.521599;0.67617
Cuadratic Probing;Username;Almacenados;0.521599;0.404962
Cuadratic Probing;Username;No almacenados;0.521599;0.669769
Double Hashing;Username;Almacenados;0.521599;0.496475
Double Hashing;Username;No almacenados;0.521599;0.761178
STL;Username;Almacenados;0.521599;0.20415
STL;Username;No almacenados;0.521599;1.91145
Hashing Encadenado;Username;Almacenados;0.569017;0.229514
Hashing Encadenado;Username;No almacenados;0.569017;0.361854
Linear Probing;Username;Almacenados;0.569017;0.402398
Linear Probing;Username;No almacenados;0.569017;0.691504
Cuadratic Probing;Username;Almacenados;0.569017;0.407623
Cuadratic Probing;Username;No almacenados;0.569017;0.697445
Double Hashing;Username;Almacenados;0.569017;0.437376
Double Hashing;Username;No almacenados;0.569017;0.757882
STL;Username;Almacenados;0.569017;0.210307
STL;Username;No almacenados;0.569017;2.08763
Hashing Encadenado;Username;Almacenados;0.616435;0.227863
Hashing Encadenado;Username;No almacenados;0.616435;0.332812
Linear Probing;Username;Almacenados;0.616435;0.421586
Linear Probing;Username;No almacenados;0.616435;0.723209
Cuadratic Probing;Username;Almacenados;0.616435;0.426807
Cuadratic Probing;Username;No almacenados;0.616435;0.771554
Double Hashing;Username;Almacenados;0.616435;0.452214
Double Hashing;Username;No almacenados;0.616435;0.80389
STL;Username;Almacenados;0.616435;0.21258
STL;Username;No almacenados;0.616435;1.95207
Hashing Encadenado;Username;Almacenados;0.663853;0.229643
Hashing Encadenado;Username;No almacenados;0.663853;0.332672
Linear Probing;Username;Almacenados;0.663853;0.437513
Linear Probing;Username;No almacenados;0.663853;0.778806
Cuadratic Probing;Username;Almacenados;0.663853;0.442708
Cuadratic Probing;Username;No almacenados;0.663853;0.793061
Double Hashing;Username;Almacenados;0.663853;0.505072
Double Hashing;Username;No almacenados;0.663853;0.834749
STL;Username;Almacenados;0.663853;0.21275
STL;Username;No almacenados;0.663853;1.90628
Hashing Encadenado;Username;Almacenados;0.711271;0.233185
Hashing Encadenado;Username;No almacenados;0.711271;0.335805
Linear Probing;Username;Almacenados;0.711271;0.479575
Linear Probing;Username;No almacenados;0.711271;0.836857
Cuadratic Probing;Username;Almacenados;0.711271;0.460268
Cuadratic Probing;Username;No almacenados;0.711271;0.826673
Double Hashing;Username;Almacenados;0.711271;0.47277
Double Hashing;Username;No almacenados;0.711271;0.910243
STL;Username;Almacenados;0.711271;0.224513
STL;Username;No almacenados;0.711271;1.94183
Hashing Encadenado;Username;Almacenados;0.758689;0.238298
Hashing Encadenado;Username;No almacenados;0.758689;0.336989
Linear Probing;Username;Almacenados;0.758689;0.529759
Linear Probing;Username;No almacenados;0.758689;0.990677
Cuadratic Probing;Username;Almacenados;0.758689;0.489984
Cuadratic Probing;Username;No almacenados;0.758689;0.972007
Double Hashing;Username;Almacenados;0.758689;0.485841
Double Hashing;Username;No almacenados;0.758689;0.907115
STL;Username;Almacenados;0.758689;0.223563
STL;Username;No almacenados;0.758689;1.97252
Hashing Encadenado;Username;Almacenados;0.806107;0.239774
Hashing Encadenado;Username;No almacenados;0.806107;0.348428
Linear Probing;Username;Almacenados;0.806107;0.498794
Linear Probing;Username;No almacenados;0.806107;1.10288
Cuadratic Probing;Username;Almacenados;0.806107;0.534815
Cuadratic Probing;Username;No almacenados;0.806107;1.06916
Double Hashing;Username;Almacenados;0.806107;0.533962
Double Hashing;Username;No almacenados;0.806107;0.932565
STL;Username;Almacenados;0.806107;0.220867
STL;Username;No almacenados;0.806107;1.98925
Hashing Encadenado;Username;Almacenados;0.853526;0.242346
Hashing Encadenado;Username;No almacenados;0.853526;0.344843
Linear Probing;Username;Almacenados;0.853526;0.508899
Linear Probing;Username;No almacenados;0.853526;1.29003
Cuadratic Probing;Username;Almacenados;0.853526;0.543405
Cuadratic Probing;Username;No almacenados;0.853526;1.24952
Double Hashing;Username;Almacenados;0.853526;0.524076
Double Hashing;Username;No almacenados;0.853526;1.03542
STL;Username;Almacenados;0.853526;0.228433
STL;Username;No almacenados;0.853526;1.94888
Hashing Encadenado;Username;Almacenados;0.900944;0.240871
Hashing Encadenado;Username;No almacenados;0.900944;0.338767
Linear Probing;Username;Almacenados;0.900944;0.572853
Linear Probing;Username;No almacenados;0.900944;1.54397
Cuadratic Probing;Username;Almacenados;0.900944;0.561831
Cuadratic Probing;Username;No almacenados;0.900944;1.41056
Double Hashing;Username;Almacenados;0.900944;0.533025
Double Hashing;Username;No almacenados;0.900944;1.21642
STL;Username;Almacenados;0.900944;0.226314
STL;Username;No almacenados;0.900944;2.00835
Hashing Encadenado;Username;Almacenados;0.948362;0.267705
Hashing Encadenado;Username;No almacenados;0.948362;0.342461
Linear Probing;Username;Almacenados;0.948362;0.606986
Linear Probing;Username;No almacenados;0.948362;2.00125
Cuadratic Probing;Username;Almacenados;0.948362;0.583746
Cuadratic Probing;Username;No almacenados;0.948362;1.80339
Double Hashing;Username;Almacenados;0.948362;0.541436
Double Hashing;Username;No almacenados;0.948362;1.3741
STL;Username;Almacenados;0.948362;0.229461
STL;Username;No almacenados;0.948362;1.94009
Hashing Encadenado;Username;Almacenados;0.999099;0.280597
Hashing Encadenado;Username;No almacenados;0.999099;0.343303
Linear Probing;Username;Almacenados;0.999099;0.66023
Linear Probing;Username;No almacenados;0.999099;3.33138
Cuadratic Probing;Username;Almacenados;0.999099;0.684585
Cuadratic Probing;Username;No almacenados;0.999099;2.89425
Double Hashing;Username;Almacenados;0.999099;0.592964
Double Hashing;Username;No almacenados;0.999099;1.97779
STL;Username;Almacenados;0.999099;0.2455
STL;Username;No almacenados;0.999099;1.98231
Hashing Encadenado;UserID;Almacenados;0.0474181;0.087367
