Tipo de Mapa;Clave;Número de Elementos;Tiempo
Quadratic Probing;Username;5000;2.80943
Double Hashing;Username;5000;3.08091
STL;Username;5000;1.76058
Separate Chaining;Username;6000;1.91415
Linear Probing;Username;6000;3.12552
Quadratic Probing;Username;6000;3.04819
Double Hashing;Username;6000;3.68214
STL;Username;6000;2.08337
Separate Chaining;Username;7000;2.26158
Linear Probing;Username;7000;3.51171
Quadratic Probing;Username;7000;3.53538
Double Hashing;Username;7000;4.27403
STL;Username;7000;2.40707
Separate Chaining;Username;8000;2.63066
Linear Probing;Username;8000;4.1328
Quadratic Probing;Username;8000;4.21503
Double Hashing;Username;8000;4.95128
STL;Username;8000;2.76961
Separate Chaining;Username;9000;2.92513
Linear Probing;Username;9000;4.56804
Quadratic Probing;Username;9000;4.60834
Double Hashing;Username;9000;5.69416
STL;Username;9000;3.13124
Separate Chaining;Username;10000;3.2125
Linear Probing;Username;10000;5.33425
Quadratic Probing;Username;10000;5.23468
Double Hashing;Username;10000;6.39738
STL;Username;10000;3.38511
Separate Chaining;Username;11000;3.45852
Linear Probing;Username;11000;5.81189
Quadratic Probing;Username;11000;5.65738
Double Hashing;Username;11000;6.96763
STL;Username;11000;3.99816
Separate Chaining;Username;12000;3.86554
Linear Probing;Username;12000;6.4725
Quadratic Probing;Username;12000;6.46876
Double Hashing;Username;12000;7.83109
STL;Username;12000;4.36338
Separate Chaining;Username;13000;4.17802
Linear Probing;Username;13000;6.73847
Quadratic Probing;Username;13000;6.76155
Double Hashing;Username;13000;8.62844
STL;Username;13000;4.5213
Separate Chaining;Username;14000;4.43126
Linear Probing;Username;14000;7.51497
Quadratic Probing;Username;14000;7.42838
Double Hashing;Username;14000;8.96142
STL;Username;14000;4.89067
Separate Chaining;Username;15000;4.78688
Linear Probing;Username;15000;8.0553
Quadratic Probing;Username;15000;8.05004
Double Hashing;Username;15000;9.66675
STL;Username;15000;5.22086
Separate Chaining;Username;16000;5.21107
Linear Probing;Username;16000;8.82054
Quadratic Probing;Username;16000;8.82894
Double Hashing;Username;16000;10.5419
STL;Username;16000;5.82849
Separate Chaining;Username;17000;5.39862
Linear Probing;Username;17000;9.55987
Quadratic Probing;Username;17000;9.43122
Double Hashing;Username;17000;11.371
STL;Username;17000;5.88014
Separate Chaining;Username;18000;5.7585
Linear Probing;Username;18000;10.5268
Quadratic Probing;Username;18000;10.4542
Double Hashing;Username;18000;13.9152
STL;Username;18000;6.49174
Separate Chaining;Username;19000;6.10806
Linear Probing;Username;19000;11.3399
Quadratic Probing;Username;19000;11.3234
Double Hashing;Username;19000;13.4927
STL;Username;19000;6.86575
Separate Chaining;Username;20000;7.55224
Linear Probing;Username;20000;14.3185
Quadratic Probing;Username;20000;12.5389
Double Hashing;Username;20000;14.8465
STL;Username;20000;7.1533
Separate Chaining;Username;21070;6.92622
Linear Probing;Username;21070;14.0449
Quadratic Probing;Username;21070;13.7733
Double Hashing;Username;21070;16.0244
STL;Username;21070;7.39097
Separate Chaining;UserID;1000;0.201545
Linear Probing;UserID;1000;0.308136
Quadratic Probing;UserID;1000;0.279748
Double Hashing;UserID;1000;0.25773
STL;UserID;1000;0.357015
Separate Chaining;UserID;2000;0.366113
Linear Probing;UserID;2000;0.610855
Quadratic Probing;UserID;2000;0.564362
Double Hashing;UserID;2000;0.523524
STL;UserID;2000;0.772169
Separate Chaining;UserID;3000;0.589514
Linear Probing;UserID;3000;0.941295
Quadratic Probing;UserID;3000;0.869824
Double Hashing;UserID;3000;0.870679
STL;UserID;3000;1.08994
Separate Chaining;UserID;4000;0.709265
Linear Probing;UserID;4000;1.31866
Quadratic Probing;UserID;4000;1.1988
Double Hashing;UserID;4000;1.10952
STL;UserID;4000;1.43059
Separate Chaining;UserID;5000;0.885766
Linear Probing;UserID;5000;1.62878
Quadratic Probing;UserID;5000;1.51709
Double Hashing;UserID;5000;1.42585
STL;UserID;5000;1.77191
Separate Chaining;UserID;6000;1.14858
Linear Probing;UserID;6000;1.93275
Quadratic Probing;UserID;6000;1.9647
Double Hashing;UserID;6000;1.81374
STL;UserID;6000;2.32799
Separate Chaining;UserID;7000;1.24954
Linear Probing;UserID;7000;2.30778
Quadratic Probing;UserID;7000;2.38217
Double Hashing;UserID;7000;2.26966
STL;UserID;7000;2.5666
Separate Chaining;UserID;8000;1.49448
Linear Probing;UserID;8000;2.70782
Quadratic Probing;UserID;8000;2.69755
Double Hashing;UserID;8000;2.77934
STL;UserID;8000;2.96069
Separate Chaining;UserID;9000;1.6561
Linear Probing;UserID;9000;2.96339
Quadratic Probing;UserID;9000;3.1323
Double Hashing;UserID;9000;3.08767
STL;UserID;9000;3.29285
Separate Chaining;UserID;10000;1.82558
Linear Probing;UserID;10000;3.44257
Quadratic Probing;UserID;10000;3.35533
Double Hashing;UserID;10000;3.44574
STL;UserID;10000;3.6134
Separate Chaining;UserID;11000;1.98602
Linear Probing;UserID;11000;3.71637
Quadratic Probing;UserID;11000;3.80689
Double Hashing;UserID;11000;3.85825
STL;UserID;11000;4.4703
Separate Chaining;UserID;12000;2.1195
Linear Probing;UserID;12000;4.15738
Quadratic Probing;UserID;12000;4.1712
Double Hashing;UserID;12000;4.25101
STL;UserID;12000;4.68602
Separate Chaining;UserID;13000;2.2854
Linear Probing;UserID;13000;4.46614
Quadratic Probing;UserID;13000;4.53436
Double Hashing;UserID;13000;4.70198
STL;UserID;13000;5.00225
Separate Chaining;UserID;14000;2.56575
Linear Probing;UserID;14000;5.07933
Quadratic Probing;UserID;14000;5.135
Double Hashing;UserID;14000;5.2148
STL;UserID;14000;5.25185
Separate Chaining;UserID;15000;2.87579
Linear Probing;UserID;15000;5.81212
Quadratic Probing;UserID;15000;5.66578
Double Hashing;UserID;15000;5.50051
STL;UserID;15000;5.59582
Separate Chaining;UserID;16000;2.88677
Linear Probing;UserID;16000;5.79309
Quadratic Probing;UserID;16000;5.89745
Double Hashing;UserID;16000;6.01797
STL;UserID;16000;6.11064
Separate Chaining;UserID;17000;3.14723
Linear Probing;UserID;17000;6.25963
Quadratic Probing;UserID;17000;6.30634
Double Hashing;UserID;17000;6.3908
STL;UserID;17000;6.51345
Separate Chaining;UserID;18000;3.32167
Linear Probing;UserID;18000;7.0092
Quadratic Probing;UserID;18000;7.21746
Double Hashing;UserID;18000;7.03719
STL;UserID;18000;6.64097
Separate Chaining;UserID;19000;3.6968
Linear Probing;UserID;19000;7.66931
Quadratic Probing;UserID;19000;7.69277
Double Hashing;UserID;19000;7.66137
STL;UserID;19000;7.09442
Separate Chaining;UserID;20000;3.69278
Linear Probing;UserID;20000;8.63353
Quadratic Probing;UserID;20000;8.69719
Double Hashing;UserID;20000;8.53712
STL;UserID;20000;7.37468
Separate Chaining;UserID;21070;3.81782
Linear Probing;UserID;21070;9.87332
Quadratic Probing;UserID;21070;9.65543
Double Hashing;UserID;21070;9.51772
STL;UserID;21070;7.65853
Separate Chaining;Username;1000;0.331808
Linear Probing;Username;1000;0.482968
Quadratic Probing;Username;1000;0.499735
Double Hashing;Username;1000;0.519678
STL;Username;1000;0.327768
Separate Chaining;Username;2000;0.653747
Linear Probing;Username;2000;0.96557
Quadratic Probing;Username;2000;1.00014
Double Hashing;Username;2000;1.05738
STL;Username;2000;0.658231
Separate Chaining;Username;3000;1.02052
Linear Probing;Username;3000;1.59748
Quadratic Probing;Username;3000;1.37035
Double Hashing;Username;3000;1.68979
STL;Username;3000;1.04921
Separate Chaining;Username;4000;1.25569
Linear Probing;Username;4000;1.89833
Quadratic Probing;Username;4000;1.91801
Double Hashing;Username;4000;2.21343
STL;Username;4000;1.39582
Separate Chaining;Username;5000;1.64822
Linear Probing;Username;5000;2.46388
Quadratic Probing;Username;5000;2.43304
Double Hashing;Username;5000;2.89134
STL;Username;5000;1.76956
Separate Chaining;Username;6000;1.9327
Linear Probing;Username;6000;2.94486
Quadratic Probing;Username;6000;3.03168
Double Hashing;Username;6000;3.55702
STL;Username;6000;2.11941
Separate Chaining;Username;7000;2.20364
Linear Probing;Username;7000;3.54448
Quadratic Probing;Username;7000;3.60182
Double Hashing;Username;7000;4.2353
STL;Username;7000;2.41912
Separate Chaining;Username;8000;2.58006
Linear Probing;Username;8000;4.0359
Quadratic Probing;Username;8000;4.26283
Double Hashing;Username;8000;5.02482
STL;Username;8000;2.77533
Separate Chaining;Username;9000;2.84255
Linear Probing;Username;9000;4.71987
Quadratic Probing;Username;9000;4.65468
Double Hashing;Username;9000;5.65572
STL;Username;9000;3.14817
Separate Chaining;Username;10000;3.20392
Linear Probing;Username;10000;5.08367
Quadratic Probing;Username;10000;5.12676
Double Hashing;Username;10000;6.5534
STL;Username;10000;3.73296
Separate Chaining;Username;11000;3.57161
Linear Probing;Username;11000;5.92239
Quadratic Probing;Username;11000;5.93534
Double Hashing;Username;11000;7.19077
STL;Username;11000;4.03063
Separate Chaining;Username;12000;3.86685
Linear Probing;Username;12000;6.26798
Quadratic Probing;Username;12000;6.23551
Double Hashing;Username;12000;7.56511
STL;Username;12000;4.28035
Separate Chaining;Username;13000;4.20663
Linear Probing;Username;13000;6.83937
Quadratic Probing;Username;13000;6.89977
Double Hashing;Username;13000;8.30152
STL;Username;13000;4.69508
Separate Chaining;Username;14000;4.56989
Linear Probing;Username;14000;7.47441
Quadratic Probing;Username;14000;7.53299
Double Hashing;Username;14000;9.13675
STL;Username;14000;4.95412
Separate Chaining;Username;15000;4.81025
Linear Probing;Username;15000;8.41014
Quadratic Probing;Username;15000;8.4172
Double Hashing;Username;15000;9.77192
STL;Username;15000;5.29476
Separate Chaining;Username;16000;5.23223
Linear Probing;Username;16000;8.74746
Quadratic Probing;Username;16000;8.71628
Double Hashing;Username;16000;10.4777
STL;Username;16000;5.53798
Separate Chaining;Username;17000;5.35825
Linear Probing;Username;17000;9.49444
Quadratic Probing;Username;17000;9.41857
Double Hashing;Username;17000;11.2055
STL;Username;17000;5.91583
Separate Chaining;Username;18000;5.87386
Linear Probing;Username;18000;10.4371
Quadratic Probing;Username;18000;10.4407
Double Hashing;Username;18000;12.4832
STL;Username;18000;6.38648
Separate Chaining;Username;19000;6.10393
Linear Probing;Username;19000;11.2516
Quadratic Probing;Username;19000;11.2517
Double Hashing;Username;19000;13.2633
STL;Username;19000;6.67875
Separate Chaining;Username;20000;6.49207
Linear Probing;Username;20000;12.6224
Quadratic Probing;Username;20000;12.6535
Double Hashing;Username;20000;14.6057
STL;Username;20000;7.06713
Separate Chaining;Username;21070;6.82754
Linear Probing;Username;21070;13.9781
Quadratic Probing;Username;21070;13.7628
Double Hashing;Username;21070;16.0184
STL;Username;21070;7.53228
Separate Chaining;UserID;1000;0.201896
Linear Probing;UserID;1000;0.308363
Quadratic Probing;UserID;1000;0.280572
Double Hashing;UserID;1000;0.260992
STL;UserID;1000;0.357433
Separate Chaining;UserID;2000;0.389135
Linear Probing;UserID;2000;0.683289
Quadratic Probing;UserID;2000;0.570438
Double Hashing;UserID;2000;0.526148
STL;UserID;2000;0.715626
Separate Chaining;UserID;3000;0.559835
Linear Probing;UserID;3000;0.951099
Quadratic Probing;UserID;3000;0.93275
Double Hashing;UserID;3000;0.812694
STL;UserID;3000;1.11548
Separate Chaining;UserID;4000;0.792121
Linear Probing;UserID;4000;1.2771
Quadratic Probing;UserID;4000;1.22115
Double Hashing;UserID;4000;1.19546
STL;UserID;4000;1.42931
Separate Chaining;UserID;5000;0.979411
Linear Probing;UserID;5000;1.68158
Quadratic Probing;UserID;5000;1.5447
Double Hashing;UserID;5000;1.53641
STL;UserID;5000;1.756
Separate Chaining;UserID;6000;1.06642
Linear Probing;UserID;6000;1.97809
Quadratic Probing;UserID;6000;1.90286
Double Hashing;UserID;6000;1.93415
STL;UserID;6000;2.26837
Separate Chaining;UserID;7000;1.24761
Linear Probing;UserID;7000;2.3892
Quadratic Probing;UserID;7000;2.40809
Double Hashing;UserID;7000;2.2347
STL;UserID;7000;2.63498
Separate Chaining;UserID;8000;1.39721
Linear Probing;UserID;8000;2.67045
Quadratic Probing;UserID;8000;2.65571
Double Hashing;UserID;8000;2.63599
STL;UserID;8000;2.94067
Separate Chaining;UserID;9000;1.66089
Linear Probing;UserID;9000;3.09778
Quadratic Probing;UserID;9000;3.07965
Double Hashing;UserID;9000;3.11046
STL;UserID;9000;3.31774
Separate Chaining;UserID;10000;1.76031
Linear Probing;UserID;10000;3.36675
Quadratic Probing;UserID;10000;3.47763
Double Hashing;UserID;10000;3.42394
STL;UserID;10000;3.60437
Separate Chaining;UserID;11000;2.04248
Linear Probing;UserID;11000;3.97908
Quadratic Probing;UserID;11000;3.87493
Double Hashing;UserID;11000;3.95062
STL;UserID;11000;4.46577
Separate Chaining;UserID;12000;2.18007
Linear Probing;UserID;12000;4.20648
Quadratic Probing;UserID;12000;4.25042
Double Hashing;UserID;12000;4.30299
STL;UserID;12000;4.65606
Separate Chaining;UserID;13000;2.35883
Linear Probing;UserID;13000;4.57569
Quadratic Probing;UserID;13000;4.63667
Double Hashing;UserID;13000;4.73882
STL;UserID;13000;5.05443
Separate Chaining;UserID;14000;2.54147
Linear Probing;UserID;14000;5.10656
Quadratic Probing;UserID;14000;4.98404
Double Hashing;UserID;14000;4.98455
STL;UserID;14000;5.42155
Separate Chaining;UserID;15000;2.74825
Linear Probing;UserID;15000;5.42799
Quadratic Probing;UserID;15000;5.51295
Double Hashing;UserID;15000;5.52937
STL;UserID;15000;5.76691
Separate Chaining;UserID;16000;2.90225
Linear Probing;UserID;16000;5.91266
Quadratic Probing;UserID;16000;5.85902
Double Hashing;UserID;16000;5.94363
STL;UserID;16000;6.02926
Separate Chaining;UserID;17000;3.10645
Linear Probing;UserID;17000;6.46053
Quadratic Probing;UserID;17000;6.52911
Double Hashing;UserID;17000;6.54975
STL;UserID;17000;6.28933
Separate Chaining;UserID;18000;3.18797
Linear Probing;UserID;18000;7.10077
Quadratic Probing;UserID;18000;7.12417
Double Hashing;UserID;18000;6.91728
STL;UserID;18000;7.49684
Separate Chaining;UserID;19000;3.51997
Linear Probing;UserID;19000;7.66115
Quadratic Probing;UserID;19000;7.74582
Double Hashing;UserID;19000;7.81606
STL;UserID;19000;6.95698
Separate Chaining;UserID;20000;3.68671
Linear Probing;UserID;20000;8.6927
Quadratic Probing;UserID;20000;8.62976
Double Hashing;UserID;20000;8.60072
STL;UserID;20000;7.43066
Separate Chaining;UserID;21070;3.85981
Linear Probing;UserID;21070;9.88526
Quadratic Probing;UserID;21070;9.72885
Double Hashing;UserID;21070;9.64894
STL;UserID;21070;7.75583
Separate Chaining;Username;1000;0.336099
Linear Probing;Username;1000;0.482962
Quadratic Probing;Username;1000;0.446088
Double Hashing;Username;1000;0.529512
STL;Username;1000;0.333876
Separate Chaining;Username;2000;0.669083
Linear Probing;Username;2000;0.972074
Quadratic Probing;Username;2000;0.918143
Double Hashing;Username;2000;1.16199
STL;Username;2000;0.674491
Separate Chaining;Username;3000;0.974
Linear Probing;Username;3000;1.5568
Quadratic Probing;Username;3000;1.40872
Double Hashing;Username;3000;1.65781
STL;Username;3000;1.05926
Separate Chaining;Username;4000;1.33637
Linear Probing;Username;4000;1.94363
Quadratic Probing;Username;4000;1.93084
Double Hashing;Username;4000;2.24364
STL;Username;4000;1.34644
Separate Chaining;Username;5000;1.65126
Linear Probing;Username;5000;2.48365
Quadratic Probing;Username;5000;2.4786
Double Hashing;Username;5000;2.94598
STL;Username;5000;1.66605
Separate Chaining;Username;6000;1.97577
Linear Probing;Username;6000;2.91643
Quadratic Probing;Username;6000;2.97909
Double Hashing;Username;6000;3.71219
STL;Username;6000;2.17982
Separate Chaining;Username;7000;2.21703
Linear Probing;Username;7000;3.60782
Quadratic Probing;Username;7000;3.57846
Double Hashing;Username;7000;4.31237
STL;Username;7000;2.47132
Separate Chaining;Username;8000;2.59201
Linear Probing;Username;8000;4.18244
Quadratic Probing;Username;8000;4.12655
Double Hashing;Username;8000;5.01175
STL;Username;8000;2.82828
Separate Chaining;Username;9000;2.83881
Linear Probing;Username;9000;4.44057
Quadratic Probing;Username;9000;4.62791
Double Hashing;Username;9000;5.5214
STL;Username;9000;3.12499
Separate Chaining;Username;10000;3.11307
Linear Probing;Username;10000;5.35715
Quadratic Probing;Username;10000;5.21089
Double Hashing;Username;10000;6.36448
STL;Username;10000;3.31269
Separate Chaining;Username;11000;3.42661
Linear Probing;Username;11000;5.91338
Quadratic Probing;Username;11000;5.92488
Double Hashing;Username;11000;7.15568
STL;Username;11000;4.00824
Separate Chaining;Username;12000;3.81668
Linear Probing;Username;12000;6.35284
Quadratic Probing;Username;12000;6.39135
Double Hashing;Username;12000;7.69148
STL;Username;12000;4.25027
Separate Chaining;Username;13000;4.15287
Linear Probing;Username;13000;6.91355
Quadratic Probing;Username;13000;6.89633
Double Hashing;Username;13000;8.30937
STL;Username;13000;4.60627
Separate Chaining;Username;14000;4.5112
Linear Probing;Username;14000;8.10377
Quadratic Probing;Username;14000;8.19415
Double Hashing;Username;14000;9.34022
STL;Username;14000;4.94058
Separate Chaining;Username;15000;4.76836
Linear Probing;Username;15000;8.22088
Quadratic Probing;Username;15000;8.45448
Double Hashing;Username;15000;10.1652
STL;Username;15000;5.36746
Separate Chaining;Username;16000;5.30838
Linear Probing;Username;16000;8.82374
Quadratic Probing;Username;16000;8.89413
Double Hashing;Username;16000;10.7238
STL;Username;16000;5.64905
Separate Chaining;Username;17000;5.51225
Linear Probing;Username;17000;10.1773
Quadratic Probing;Username;17000;10.5179
Double Hashing;Username;17000;11.7364
STL;Username;17000;6.13199
Separate Chaining;Username;18000;5.97269
Linear Probing;Username;18000;10.3694
Quadratic Probing;Username;18000;10.3633
Double Hashing;Username;18000;12.4115
STL;Username;18000;6.33773
Separate Chaining;Username;19000;6.22781
Linear Probing;Username;19000;11.6404
Quadratic Probing;Username;19000;11.5606
Double Hashing;Username;19000;13.6924
STL;Username;19000;6.80461
Separate Chaining;Username;20000;6.58409
Linear Probing;Username;20000;12.603
Quadratic Probing;Username;20000;12.5507
Double Hashing;Username;20000;14.6737
STL;Username;20000;7.05706
Separate Chaining;Username;21070;7.25796
Linear Probing;Username;21070;14.4142
Quadratic Probing;Username;21070;14.1493
Double Hashing;Username;21070;16.3493
STL;Username;21070;7.26202
Separate Chaining;UserID;1000;0.258863
Linear Probing;UserID;1000;0.298474
Quadratic Probing;UserID;1000;0.273744
